日期,隊伍,round1,round2,round3,round4
2013-11-17,鵜鶘,34,33,36,32
2013-11-17,76人,22,24,20,32
2013-11-17,公鹿,23,17,25,14
2013-11-17,雷霆,23,17,32,20
2013-11-17,勇士,27,24,23,28
2013-11-17,爵士,13,21,29,25
2013-11-17,快艇,29,25,22,34
2013-11-17,籃網,26,29,20,28
2013-11-18,暴龍,29,25,15,33
2013-11-18,拓荒者,31,26,22,23
2013-11-18,國王,18,16,31,21
2013-11-18,灰熊,25,22,27,23
2013-11-18,湖人,27,23,29,35
2013-11-18,活塞,29,27,15,28
2013-11-19,籃網,40,23,15,20
2013-11-19,拓荒者,31,25,27,25
2013-11-19,公牛,26,14,22,24
2013-11-19,山貓,21,23,15,22
2013-11-19,雷霆,28,32,23,32
2013-11-19,金塊,39,24,29,21
2013-11-19,獨行俠,18,25,31,23
2013-11-19,76人,21,26,24,23
2013-11-19,爵士,19,17,29,22
2013-11-19,勇士,22,37,19,20
2013-11-19,快艇,20,31,30,21
2013-11-19,灰熊,29,23,29,25
2013-11-20,巫師,27,24,30,23
2013-11-20,灰狼,34,29,18,19
2013-11-20,活塞,26,17,28,21
2013-11-20,尼克,24,19,20,23
2013-11-20,熱火,24,24,30,26
2013-11-20,老鷹,25,20,23,20
2013-11-20,火箭,40,28,20,21
2013-11-20,塞爾蒂克,18,26,13,28
2013-11-20,國王,33,21,28,25
2013-11-20,太陽,25,37,26,16
2013-11-21,山貓,30,23,30,12
2013-11-21,籃網,29,21,20,21
2013-11-21,騎士,19,19,21,32
2013-11-21,巫師,30,26,24,18
2013-11-21,尼克,19,23,20,27
2013-11-21,溜馬,14,23,21,31
2013-11-21,魔術,20,29,22,21
2013-11-21,熱火,25,29,36,30
2013-11-21,76人,25,23,29,21
2013-11-21,暴龍,25,30,38,15
2013-11-21,老鷹,15,28,23,27
2013-11-21,活塞,13,33,18,21
2013-11-21,公鹿,24,27,13,18
2013-11-21,拓荒者,23,30,17,21
2013-11-21,灰狼,24,22,21,31
2013-11-21,快艇,24,22,25,31
2013-11-21,鵜鶘,20,25,28,32
2013-11-21,爵士,17,24,28,29
2013-11-21,馬刺,22,26,32,24
2013-11-21,塞爾蒂克,25,23,22,23
2013-11-21,太陽,27,23,12,44
2013-11-21,國王,27,28,19,39
2013-11-21,獨行俠,29,32,26,36
2013-11-21,火箭,40,28,33,19
2013-11-21,勇士,26,18,13,18
2013-11-21,灰熊,16,18,25,16
2013-11-22,雷霆,28,23,30,24
2013-11-22,快艇,22,21,29,19
2013-11-22,金塊,24,26,20,27
2013-11-22,公牛,25,23,14,25
2013-11-23,山貓,24,20,19,28
2013-11-23,太陽,27,28,19,24
2013-11-23,76人,28,27,20,27
2013-11-23,公鹿,20,33,20,29
2013-11-23,暴龍,32,19,15,30
2013-11-23,巫師,27,11,32,18
2013-11-23,塞爾蒂克,25,25,8,24
2013-11-23,溜馬,22,20,25,30
2013-11-23,活塞,22,22,24,21
2013-11-23,老鷹,27,22,24,23
2013-11-23,灰熊,21,16,28,21
2013-11-23,馬刺,26,25,20,31
2013-11-23,灰狼,30,27,33,21
2013-11-23,籃網,14,23,21,23
2013-11-23,鵜鶘,21,21,28,34
2013-11-23,騎士,20,31,20,29
2013-11-23,獨行俠,31,27,22,23
2013-11-23,爵士,18,16,30,29
2013-11-23,拓荒者,22,22,34,20
2013-11-23,公牛,32,27,12,24
2013-11-23,湖人,22,33,20,27
2013-11-23,勇士,21,25,17,32
2013-11-24,快艇,29,28,18,28
2013-11-24,國王,13,35,21,33
2013-11-24,溜馬,25,31,21,29
2013-11-24,76人,22,30,14,32
2013-11-24,巫師,26,23,27,22
2013-11-24,尼克,27,25,17,20
2013-11-24,老鷹,24,29,21,13
2013-11-24,塞爾蒂克,25,24,15,30
2013-11-24,熱火,16,23,32,30
2013-11-24,魔術,20,35,22,22
2013-11-24,火箭,25,30,27,30
2013-11-24,灰狼,18,24,32,27
2013-11-24,公鹿,21,18,12,21
2013-11-24,山貓,25,21,28,22
2013-11-24,馬刺,30,35,31,30
2013-11-24,騎士,21,11,35,29
2013-11-24,金塊,35,30,21,16
2013-11-24,獨行俠,22,31,27,20
2013-11-24,勇士,24,30,30,17
2013-11-24,拓荒者,23,26,32,32
2013-11-25,籃網,19,32,15,31
2013-11-25,活塞,23,21,34,31
2013-11-25,快艇,31,34,31,25
2013-11-25,公牛,24,28,21,9
2013-11-25,魔術,21,23,28,24
2013-11-25,太陽,31,22,27,24
2013-11-25,雷霆,22,25,28,20
2013-11-25,爵士,13,17,13,30
2013-11-25,湖人,29,26,18,27
2013-11-25,國王,24,24,13,25
2013-11-26,山貓,21,17,28,20
2013-11-26,塞爾蒂克,14,33,21,28
2013-11-26,溜馬,28,20,25,25
2013-11-26,灰狼,24,22,22,16
2013-11-26,活塞,38,27,27,21
2013-11-26,公鹿,18,16,32,28
2013-11-26,熱火,24,26,29,28
2013-11-26,太陽,21,26,24,21
2013-11-26,灰熊,24,20,19,23
2013-11-26,火箭,20,12,23,38
2013-11-26,獨行俠,27,24,26,19
2013-11-26,金塊,32,24,29,25
2013-11-26,馬刺,27,30,34,21
2013-11-26,鵜鶘,24,16,25,28
2013-11-26,爵士,23,17,24,14
2013-11-26,公牛,18,14,24,22
2013-11-26,拓荒者,34,22,25,21
2013-11-26,尼克,18,21,30,22
2013-11-27,暴龍,28,23,25,24
2013-11-27,籃網,26,29,26,21
2013-11-27,巫師,31,28,23,34
2013-11-27,湖人,29,26,22,34
2013-11-27,老鷹,25,28,20,19
2013-11-27,魔術,26,23,36,24
2013-11-27,鵜鶘,18,31,28,24
2013-11-27,勇士,28,29,19,26
2013-11-28,山貓,11,27,14,22
2013-11-28,溜馬,22,21,17,39
2013-11-28,魔術,33,22,22,28
2013-11-28,76人,27,23,23,21
2013-11-28,塞爾蒂克,13,23,23,34
2013-11-28,灰熊,27,22,20,31
2013-11-28,籃網,18,22,28,26
2013-11-28,湖人,34,20,23,22
2013-11-28,騎士,28,14,18,24
2013-11-28,熱火,22,27,21,25
2013-11-28,活塞,29,24,15,11
2013-11-28,公牛,25,26,25,23
2013-11-28,火箭,30,26,21,36
2013-11-28,老鷹,19,26,22,17
2013-11-28,公鹿,23,25,20,19
2013-11-28,巫師,25,24,22,16
2013-11-28,灰狼,27,28,28,27
2013-11-28,金塊,28,36,26,27
2013-11-28,雷霆,19,24,25,26
2013-11-28,馬刺,21,25,15,27
2013-11-28,獨行俠,28,27,27,21
2013-11-28,勇士,22,24,25,28
2013-11-28,太陽,21,40,29,30
2013-11-28,拓荒者,32,26,18,30
2013-11-28,快艇,29,20,25,19
2013-11-28,尼克,27,18,23,12
2013-11-30,山貓,24,27,20,21
2013-11-30,公鹿,20,21,18,17
2013-11-30,魔術,24,21,25,21
2013-11-30,馬刺,29,34,18,28
2013-11-30,暴龍,22,21,27,13
2013-11-30,熱火,27,30,21,12
2013-11-30,老鷹,23,16,25,24
2013-11-30,獨行俠,28,25,22,12
2013-11-30,塞爾蒂克,28,27,24,24
2013-11-30,騎士,10,29,19,28
2013-11-30,活塞,32,23,32,15
2013-11-30,湖人,31,25,21,29
2013-11-30,火箭,33,33,26,22
2013-11-30,籃網,17,23,22,33
2013-11-30,雷霆,32,22,22,28
2013-11-30,勇士,28,23,31,22
2013-11-30,溜馬,28,15,26,24
2013-11-30,巫師,14,22,20,17
2013-11-30,76人,30,25,22,28
2013-11-30,鵜鶘,35,26,26,34
2013-11-30,金塊,30,21,24,22
2013-11-30,尼克,20,25,22,28
2013-11-30,爵士,33,18,27,23
2013-11-30,太陽,31,31,33,17
2013-11-30,國王,24,21,27,22
2013-11-30,快艇,23,27,23,21
2013-12-01,巫師,28,26,25,29
2013-12-01,老鷹,20,24,26,31
2013-12-01,騎士,27,29,21,20
2013-12-01,公牛,25,26,15,27
2013-12-01,灰熊,19,18,28,23
2013-12-01,籃網,24,24,25,24
2013-12-01,獨行俠,24,23,30,29
2013-12-01,灰狼,29,25,30,28
2013-12-01,馬刺,24,22,34,26
2013-12-01,火箭,30,27,26,29
2013-12-01,太陽,23,30,24,27
2013-12-01,爵士,28,21,29,34
2013-12-01,公鹿,19,28,23,22
2013-12-01,塞爾蒂克,27,14,22,22
2013-12-02,暴龍,31,14,27,26
2013-12-02,金塊,25,22,29,36
2013-12-02,快艇,22,25,27,26
2013-12-02,溜馬,29,24,31,21
2013-12-02,活塞,40,30,24,21
2013-12-02,76人,25,21,36,18
2013-12-02,國王,26,27,27,33
2013-12-02,勇士,24,32,34,25
2013-12-02,熱火,24,23,14,38
2013-12-02,山貓,21,27,25,25
2013-12-02,雷霆,26,29,23,35
2013-12-02,灰狼,32,26,25,20
2013-12-02,尼克,20,29,25,25
2013-12-02,鵜鶘,16,28,32,27
2013-12-02,湖人,24,26,24,34
2013-12-02,拓荒者,32,21,41,20
2013-12-03,巫師,22,30,23,23
2013-12-03,魔術,22,19,20,19
2013-12-03,公牛,21,35,24,23
2013-12-03,鵜鶘,24,26,27,26
2013-12-03,馬刺,25,25,23,29
2013-12-03,老鷹,23,26,22,29
2013-12-03,爵士,36,17,29,27
2013-12-03,火箭,23,27,24,29
2013-12-03,拓荒者,20,25,27,34
2013-12-03,溜馬,23,23,26,30
2013-12-04,76人,29,29,27,19
2013-12-04,魔術,34,23,23,24
2013-12-04,塞爾蒂克,28,20,21,39
2013-12-04,公鹿,23,18,22,37
2013-12-04,籃網,29,21,15,22
2013-12-04,金塊,27,31,31,22
2013-12-04,熱火,18,25,25,29
2013-12-04,活塞,28,26,28,25
2013-12-04,灰熊,23,23,36,28
2013-12-04,太陽,19,35,20,17
2013-12-04,獨行俠,22,17,21,29
2013-12-04,山貓,18,24,25,15
2013-12-04,國王,31,16,18,30
2013-12-04,雷霆,19,31,28,19
2013-12-04,勇士,19,29,22,42
2013-12-04,暴龍,36,29,23,15
2013-12-05,騎士,31,25,23,19
2013-12-05,金塊,24,28,21,15
2013-12-05,老鷹,29,26,24,28
2013-12-05,快艇,21,23,26,27
2013-12-05,火箭,20,20,21,27
2013-12-05,太陽,25,26,22,24
2013-12-05,公鹿,19,31,17,31
2013-12-05,活塞,26,19,35,25
2013-12-05,鵜鶘,24,29,24,20
2013-12-05,獨行俠,27,25,23,25
2013-12-05,爵士,23,25,19,19
2013-12-05,溜馬,17,30,21,27
2013-12-05,拓荒者,25,23,35,28
2013-12-05,雷霆,27,32,21,24
2013-12-06,籃網,23,20,16,24
2013-12-06,尼克,29,21,34,29
2013-12-06,灰熊,20,22,11,28
2013-12-06,快艇,18,22,24,37
2013-12-06,公牛,29,29,27,22
2013-12-06,熱火,20,24,19,24
2013-12-07,山貓,36,26,22,21
2013-12-07,76人,33,18,21,16
2013-12-07,巫師,30,13,31,28
2013-12-07,公鹿,34,22,22,24
2013-12-07,老鷹,37,26,19,26
2013-12-07,騎士,20,23,21,25
2013-12-07,塞爾蒂克,39,25,23,19
2013-12-07,金塊,15,29,33,21
2013-12-07,尼克,28,31,30,32
2013-12-07,魔術,31,23,15,14
2013-12-07,火箭,31,30,26,18
2013-12-07,勇士,12,25,29,17
2013-12-07,鵜鶘,26,26,16,27
2013-12-07,雷霆,24,34,22,29
2013-12-07,太陽,27,25,29,25
2013-12-07,暴龍,27,23,24,23
2013-12-07,拓荒者,39,28,40,23
2013-12-07,爵士,22,34,13,29
2013-12-07,國王,30,25,32,13
2013-12-07,湖人,28,24,29,25
2013-12-08,76人,27,26,24,15
2013-12-08,金塊,25,24,28,26
2013-12-08,騎士,29,21,17,21
2013-12-08,快艇,23,26,17,16
2013-12-08,公牛,24,23,9,19
2013-12-08,活塞,25,22,24,21
2013-12-08,灰熊,19,24,17,22
2013-12-08,勇士,29,20,28,31
2013-12-08,灰狼,25,17,18,22
2013-12-08,熱火,24,31,21,27
2013-12-08,公鹿,18,22,19,23
2013-12-08,籃網,20,19,26,25
2013-12-08,馬刺,28,20,17,35
2013-12-08,溜馬,20,32,35,24
2013-12-08,爵士,24,26,20,27
2013-12-08,國王,23,24,27,23
2013-12-08,拓荒者,30,23,23,30
2013-12-08,獨行俠,28,27,24,29
2013-12-09,尼克,11,20,25,17
2013-12-09,塞爾蒂克,34,24,34,22
2013-12-09,活塞,21,32,17,25
2013-12-09,熱火,29,30,32,19
2013-12-09,火箭,28,24,31,15
2013-12-09,魔術,18,20,23,27
2013-12-09,雷霆,28,28,34,28
2013-12-09,溜馬,18,19,32,25
2013-12-09,湖人,20,27,21,26
2013-12-09,暴龍,30,21,22,33
2013-12-10,山貓,27,26,30,32
2013-12-10,勇士,21,20,36,34
2013-12-10,76人,17,19,24,23
2013-12-10,快艇,23,21,32,18
2013-12-10,巫師,22,23,15,14
2013-12-10,金塊,18,22,18,17
2013-12-10,灰熊,23,28,22,21
2013-12-10,魔術,16,14,30,25
2013-12-10,爵士,22,23,19,30
2013-12-10,拓荒者,22,29,26,28
2013-12-10,國王,34,23,35,20
2013-12-10,獨行俠,23,24,26,24
2013-12-11,騎士,31,17,33,28
2013-12-11,尼克,19,26,20,29
2013-12-11,溜馬,19,21,28,22
2013-12-11,熱火,30,17,17,20
2013-12-11,暴龍,36,17,21,29
2013-12-11,馬刺,24,35,30,27
2013-12-11,老鷹,21,18,29,24
2013-12-11,雷霆,21,27,28,25
2013-12-11,籃網,31,25,29,19
2013-12-11,塞爾蒂克,20,27,25,24
2013-12-11,活塞,32,19,26,17
2013-12-11,灰狼,33,31,32,25
2013-12-11,公牛,14,28,15,17
2013-12-11,公鹿,20,15,20,23
2013-12-11,湖人,21,30,23,34
2013-12-11,太陽,26,30,23,35
2013-12-12,山貓,18,24,20,21
2013-12-12,魔術,16,27,24,25
2013-12-12,塞爾蒂克,23,22,19,24
2013-12-12,快艇,20,19,27,30
2013-12-12,灰熊,22,20,31,27
2013-12-12,雷霆,25,32,32,27
2013-12-12,公鹿,16,24,14,23
2013-12-12,馬刺,32,31,29,17
2013-12-12,灰狼,20,28,30,28
2013-12-12,76人,39,22,20,18
2013-12-12,鵜鶘,29,28,26,13
2013-12-12,活塞,28,23,23,22
2013-12-12,尼克,15,31,22,15
2013-12-12,公牛,17,15,22,24
2013-12-12,國王,23,23,26,29
2013-12-12,爵士,26,32,38,26
2013-12-12,勇士,16,28,22,29
2013-12-12,獨行俠,23,32,17,21
2013-12-13,籃網,20,36,27,19
2013-12-13,快艇,25,19,18,31
2013-12-13,拓荒者,21,22,33,35
2013-12-13,火箭,20,24,32,28
2013-12-14,溜馬,27,29,23,20
2013-12-14,山貓,25,30,21,18
2013-12-14,魔術,28,23,25,24
2013-12-14,騎士,19,31,23,36
2013-12-14,暴龍,36,20,27,25
2013-12-14,76人,21,27,28,24
2013-12-14,老鷹,21,27,23,15
2013-12-14,巫師,19,27,15,25
2013-12-14,塞爾蒂克,29,25,14,22
2013-12-14,尼克,26,22,25,13
2013-12-14,活塞,23,38,25,17
2013-12-14,籃網,24,20,24,31
2013-12-14,鵜鶘,26,29,27,22
2013-12-14,灰熊,34,20,11,33
2013-12-14,雷霆,38,28,28,28
2013-12-14,湖人,28,23,23,23
2013-12-14,公鹿,18,33,18,21
2013-12-14,公牛,26,21,15,29
2013-12-14,馬刺,27,35,18,37
2013-12-14,灰狼,30,24,35,21
2013-12-14,金塊,28,16,31,18
2013-12-14,爵士,33,20,20,30
2013-12-14,太陽,28,30,27,31
2013-12-14,國王,34,27,21,25
2013-12-14,勇士,29,22,22,39
2013-12-14,火箭,30,28,24,34
2013-12-15,山貓,23,20,25,17
2013-12-15,湖人,22,22,20,24
2013-12-15,巫師,28,18,31,20
2013-12-15,快艇,34,25,30,24
2013-12-15,熱火,35,33,16,30
2013-12-15,騎士,29,23,28,27
2013-12-15,尼克,26,31,24,30
2013-12-15,老鷹,22,26,29,29
2013-12-15,公牛,21,20,25,11
2013-12-15,暴龍,24,27,22,26
2013-12-15,76人,34,30,15,26
2013-12-15,拓荒者,32,39,40,28
2013-12-15,獨行俠,38,21,34,13
2013-12-15,公鹿,26,15,20,32
2013-12-15,爵士,17,23,26,18
2013-12-15,馬刺,23,32,25,20
2013-12-16,國王,28,29,24,25
2013-12-16,火箭,28,21,22,20
2013-12-16,灰熊,17,29,27,20
2013-12-16,灰狼,28,28,21,24
2013-12-16,活塞,22,29,33,15
2013-12-16,拓荒者,29,21,23,26
2013-12-16,雷霆,28,28,27,18
2013-12-16,魔術,22,27,22,27
2013-12-16,金塊,24,28,23,27
2013-12-16,鵜鶘,27,25,16,25
2013-12-16,太陽,33,26,22,25
2013-12-16,勇士,27,26,27,22
2013-12-17,溜馬,28,21,24,23
2013-12-17,活塞,31,25,23,22
2013-12-17,老鷹,20,27,35,32
2013-12-17,湖人,28,26,19,27
2013-12-17,塞爾蒂克,29,22,23,27
2013-12-17,灰狼,21,29,19,28
2013-12-17,籃網,32,26,42,30
2013-12-17,76人,22,26,25,21
2013-12-17,熱火,26,21,36,34
2013-12-17,爵士,20,30,21,23
2013-12-17,尼克,21,21,35,24
2013-12-17,巫師,26,27,22,27
2013-12-17,公牛,14,21,24,23
2013-12-17,魔術,21,22,24,16
2013-12-17,快艇,21,34,23,37
2013-12-17,馬刺,28,21,21,22
2013-12-18,山貓,35,21,22,17
2013-12-18,國王,22,21,29,15
2013-12-18,騎士,28,31,29,28
2013-12-18,拓荒者,26,29,37,27
2013-12-18,灰熊,24,23,20,25
2013-12-18,湖人,34,18,15,29
2013-12-18,金塊,24,20,21,28
2013-12-18,雷霆,29,23,23,30
2013-12-18,勇士,26,31,31,16
2013-12-18,鵜鶘,19,20,26,28
2013-12-19,熱火,22,19,30,26
2013-12-19,溜馬,26,26,24,18
2013-12-19,魔術,20,19,23,20
2013-12-19,爵士,27,22,19,18
2013-12-19,暴龍,15,32,23,25
2013-12-19,山貓,18,19,33,25
2013-12-19,老鷹,28,25,32,39
2013-12-19,國王,26,28,33,20
2013-12-19,塞爾蒂克,42,21,18,25
2013-12-19,活塞,23,29,28,27
2013-12-19,籃網,28,25,24,30
2013-12-19,巫師,30,29,26,28
2013-12-19,公鹿,22,22,22,21
2013-12-19,尼克,24,21,23,19
2013-12-19,灰狼,31,38,29,22
2013-12-19,拓荒者,22,21,35,31
2013-12-19,獨行俠,27,25,26,27
2013-12-19,灰熊,21,18,27,25
2013-12-19,太陽,34,24,23,20
2013-12-19,馬刺,29,30,28,21
2013-12-19,火箭,24,33,26,26
2013-12-19,公牛,16,30,20,28
2013-12-19,快艇,27,25,26,30
2013-12-19,鵜鶘,22,23,20,30
2013-12-20,雷霆,35,20,29,23
2013-12-20,公牛,24,28,20,23
2013-12-20,勇士,23,28,23,28
2013-12-20,馬刺,18,35,29,22
2013-12-21,76人,29,31,22,26
2013-12-21,籃網,31,26,26,25
2013-12-21,老鷹,30,25,30,33
2013-12-21,爵士,16,18,24,27
2013-12-21,騎士,25,22,23,26
2013-12-21,公鹿,26,21,23,26
2013-12-21,活塞,31,28,30,17
2013-12-21,山貓,22,22,31,41
2013-12-21,熱火,33,34,31,24
2013-12-21,國王,36,25,21,21
2013-12-21,溜馬,25,31,31,27
2013-12-21,火箭,20,25,20,16
2013-12-21,獨行俠,33,19,29,20
2013-12-21,暴龍,22,27,29,23
2013-12-21,金塊,28,34,20,17
2013-12-21,太陽,20,28,24,31
2013-12-21,湖人,35,16,30,23
2013-12-21,灰狼,26,27,23,15
2013-12-22,尼克,22,18,21,26
2013-12-22,灰熊,25,25,22,23
2013-12-22,塞爾蒂克,30,21,25,23
2013-12-22,巫師,14,30,30,32
2013-12-22,魔術,31,27,19,23
2013-12-22,國王,25,31,19,30
2013-12-22,山貓,21,25,20,19
2013-12-22,爵士,17,25,28,18
2013-12-22,活塞,24,29,18,26
2013-12-22,火箭,33,28,25,28
2013-12-22,公牛,33,27,21,19
2013-12-22,騎士,26,17,22,19
2013-12-22,公鹿,29,30,26,31
2013-12-22,76人,23,26,23,34
2013-12-22,馬刺,21,29,26,24
2013-12-22,雷霆,21,40,24,28
2013-12-22,太陽,38,25,28,32
2013-12-22,獨行俠,25,33,24,26
2013-12-22,拓荒者,21,31,31,27
2013-12-22,鵜鶘,26,27,25,29
2013-12-22,勇士,27,19,26,30
2013-12-22,湖人,26,16,15,26
2013-12-22,快艇,28,28,23,33
2013-12-22,金塊,18,25,17,31
2013-12-23,溜馬,20,32,28,26
2013-12-23,塞爾蒂克,17,20,21,21
2013-12-23,雷霆,21,35,28,14
2013-12-23,暴龍,25,37,13,29
2013-12-23,快艇,24,32,27,23
2013-12-23,灰狼,24,30,31,21
2013-12-24,山貓,17,35,26,23
2013-12-24,公鹿,33,21,24,23
2013-12-24,騎士,18,22,24,28
2013-12-24,活塞,28,30,31,26
2013-12-24,魔術,27,14,35,22
2013-12-24,尼克,29,36,19,19
2013-12-24,籃網,17,22,19,28
2013-12-24,溜馬,19,26,30,28
2013-12-24,熱火,33,17,27,34
2013-12-24,老鷹,23,31,30,27
2013-12-24,火箭,26,31,21,26
2013-12-24,獨行俠,20,30,36,25
2013-12-24,灰熊,27,26,24,27
2013-12-24,爵士,21,27,23,23
2013-12-24,馬刺,25,30,23,34
2013-12-24,暴龍,26,23,23,27
2013-12-24,金塊,22,21,23,15
2013-12-24,勇士,30,17,17,25
2013-12-24,太陽,28,36,26,27
2013-12-24,湖人,24,27,17,22
2013-12-24,國王,27,25,25,23
2013-12-24,鵜鶘,28,24,25,36
2013-12-26,籃網,23,15,20,20
2013-12-26,公牛,21,20,36,18
2013-12-26,尼克,29,17,21,27
2013-12-26,雷霆,35,25,27,36
2013-12-26,湖人,27,19,28,21
2013-12-26,熱火,21,30,25,25
2013-12-26,馬刺,25,26,24,23
2013-12-26,火箭,40,20,23,28
2013-12-26,勇士,22,29,24,30
2013-12-26,快艇,30,23,25,25
2013-12-27,騎士,27,21,24,23
2013-12-27,老鷹,26,24,26,19
2013-12-27,火箭,26,19,21,34
2013-12-27,灰熊,23,30,19,20
2013-12-27,獨行俠,20,31,26,30
2013-12-27,馬刺,27,31,26,32
2013-12-27,拓荒者,19,28,29,25
2013-12-27,快艇,14,32,27,28
2013-12-28,山貓,20,16,24,25
2013-12-28,雷霆,21,21,20,27
2013-12-28,魔術,26,29,30,24
2013-12-28,活塞,21,27,18,26
2013-12-28,籃網,31,17,28,28
2013-12-28,公鹿,18,19,23,33
2013-12-28,尼克,25,24,22,12
2013-12-28,暴龍,18,22,26,29
2013-12-28,灰狼,22,39,27,32
2013-12-28,巫師,23,24,27,24
2013-12-28,鵜鶘,34,24,23,24
2013-12-28,金塊,25,20,21,23
2013-12-28,爵士,25,30,28,22
2013-12-28,湖人,23,29,29,22
2013-12-28,國王,19,26,29,15
2013-12-28,熱火,32,23,18,16
2013-12-28,勇士,28,31,26,30
2013-12-28,太陽,22,18,24,22
2013-12-29,塞爾蒂克,24,35,26,18
2013-12-29,騎士,22,22,22,34
2013-12-29,溜馬,29,29,28,19
2013-12-29,籃網,27,29,20,15
2013-12-29,暴龍,26,31,28,30
2013-12-29,尼克,22,22,27,29
2013-12-29,巫師,31,31,24,20
2013-12-29,活塞,23,18,21,20
2013-12-29,老鷹,25,20,26,30
2013-12-29,山貓,22,28,27,24
2013-12-29,公牛,19,15,22,27
2013-12-29,獨行俠,30,31,25,19
2013-12-29,火箭,31,21,22,33
2013-12-29,鵜鶘,22,30,21,25
2013-12-29,灰熊,27,28,30,35
2013-12-29,金塊,29,27,16,27
2013-12-29,公鹿,28,27,21,19
2013-12-29,灰狼,34,30,39,14
2013-12-29,太陽,36,24,28,27
2013-12-29,76人,27,32,22,20
2013-12-29,拓荒者,34,28,26,19
2013-12-29,熱火,30,28,25,25
2013-12-29,快艇,17,25,26,30
2013-12-29,爵士,20,23,22,25
2013-12-30,騎士,35,29,20,15
2013-12-30,勇士,26,29,27,17
2013-12-30,魔術,26,30,23,30
2013-12-30,老鷹,20,29,27,26
2013-12-30,雷霆,26,30,34,27
2013-12-30,火箭,14,30,26,16
2013-12-30,馬刺,27,30,24,31
2013-12-30,國王,23,26,38,17
2013-12-30,湖人,22,30,25,27
2013-12-30,76人,20,32,34,25
2013-12-31,活塞,32,31,24,12
2013-12-31,巫師,33,20,25,28
2013-12-31,灰熊,22,22,20,27
2013-12-31,公牛,17,29,25,24
2013-12-31,灰狼,23,20,38,17
2013-12-31,獨行俠,29,33,19,19
2013-12-31,鵜鶘,26,30,33,21
2013-12-31,拓荒者,21,28,33,26
2013-12-31,金塊,30,25,22,17
2013-12-31,熱火,29,17,26,25
2013-12-31,爵士,21,21,21,20
2013-12-31,山貓,21,13,19,27
2013-12-31,快艇,24,16,19,29
2013-12-31,太陽,30,31,27,19
2014-01-01,塞爾蒂克,23,21,23,24
2014-01-01,老鷹,20,19,23,30
2014-01-01,溜馬,23,18,24,26
2014-01-01,騎士,25,19,22,10
2014-01-01,魔術,15,20,24,22
2014-01-01,勇士,26,32,16,20
2014-01-01,火箭,24,28,34,20
2014-01-01,國王,29,29,22,30
2014-01-01,馬刺,30,29,39,15
2014-01-01,籃網,20,16,32,24
2014-01-01,公牛,16,26,20,17
2014-01-01,暴龍,21,15,21,28
2014-01-01,雷霆,30,24,24,16
2014-01-01,拓荒者,24,18,29,27
2014-01-01,湖人,12,21,27,19
2014-01-01,公鹿,23,19,32,20
2014-01-02,巫師,20,22,19,17
2014-01-02,獨行俠,25,14,20,28
2014-01-02,暴龍,26,14,26,29
2014-01-02,溜馬,18,26,19,19
2014-01-02,灰狼,33,28,36,27
2014-01-02,鵜鶘,28,19,26,39
2014-01-02,金塊,30,26,25,21
2014-01-02,76人,24,44,27,19
2014-01-02,快艇,25,31,25,31
2014-01-02,山貓,27,29,13,16
2014-01-03,騎士,19,22,16,22
2014-01-03,魔術,23,16,23,17
2014-01-03,熱火,33,28,26,27
2014-01-03,勇士,38,27,31,27
2014-01-03,公牛,24,24,22,24
2014-01-03,塞爾蒂克,21,24,17,20
2014-01-03,雷霆,26,33,18,16
2014-01-03,籃網,29,15,22,29
2014-01-03,馬刺,25,22,28,26
2014-01-03,尼克,26,26,29,24
2014-01-03,太陽,26,15,32,18
2014-01-03,灰熊,22,31,16,30
2014-01-03,爵士,20,31,23,22
2014-01-03,公鹿,20,22,19,26
2014-01-03,拓荒者,39,31,30,34
2014-01-03,山貓,21,28,28,27
2014-01-03,國王,25,26,26,27
2014-01-03,76人,30,31,31,21
2014-01-04,巫師,17,28,16,27
2014-01-04,暴龍,26,22,36,17
2014-01-04,老鷹,21,25,26,28
2014-01-04,勇士,24,22,18,37
2014-01-04,塞爾蒂克,17,26,29,20
2014-01-04,鵜鶘,22,27,24,22
2014-01-04,火箭,20,28,25,29
2014-01-04,尼克,24,23,34,19
2014-01-04,獨行俠,39,31,17,25
2014-01-04,快艇,33,34,22,30
2014-01-04,金塊,28,30,19,34
2014-01-04,灰熊,23,25,27,33
2014-01-04,湖人,30,22,31,27
2014-01-04,爵士,12,28,27,32
2014-01-05,溜馬,15,29,30,25
2014-01-05,鵜鶘,27,22,12,21
2014-01-05,魔術,24,22,24,24
2014-01-05,熱火,30,18,33,29
2014-01-05,籃網,22,29,16,22
2014-01-05,騎士,17,21,27,17
2014-01-05,公牛,26,24,17,24
2014-01-05,老鷹,18,27,19,20
2014-01-05,灰狼,30,25,32,24
2014-01-05,雷霆,26,23,28,38
2014-01-05,馬刺,37,33,18,28
2014-01-05,快艇,17,18,35,22
2014-01-05,太陽,28,32,27,29
2014-01-05,公鹿,26,23,29,22
2014-01-05,拓荒者,19,31,26,23
2014-01-05,76人,32,20,17,32
2014-01-05,國王,27,25,30,21
2014-01-05,山貓,32,33,24,24
2014-01-06,活塞,27,29,11,17
2014-01-06,灰熊,28,23,28,33
2014-01-06,騎士,18,17,23,20
2014-01-06,溜馬,22,22,23,15
2014-01-06,熱火,29,23,27,23
