日期,隊伍,round1,round2,round3,round4
2016-03-29,暴龍,21,27,26,26
2016-03-29,雷霆,27,34,36,22
2016-03-29,公牛,31,14,26,29
2016-03-29,老鷹,22,30,28,22
2016-03-29,灰熊,18,27,23,19
2016-03-29,馬刺,32,21,28,20
2016-03-29,灰狼,40,26,33,22
2016-03-29,太陽,37,24,23,32
2016-03-29,鵜鶘,24,25,19,31
2016-03-29,尼克,28,26,10,27
2016-03-29,金塊,24,22,20,22
2016-03-29,獨行俠,28,22,22,25
2016-03-29,爵士,34,30,34,25
2016-03-29,湖人,16,21,21,17
2016-03-29,拓荒者,37,31,23,14
2016-03-29,國王,32,20,11,30
2016-03-29,快艇,30,37,25,22
2016-03-29,塞爾蒂克,24,26,20,20
2016-03-30,溜馬,27,31,26,12
2016-03-30,公牛,28,32,24,14
2016-03-30,魔術,32,41,30,36
2016-03-30,籃網,23,22,28,32
2016-03-30,76人,19,17,26,23
2016-03-30,黄蜂,23,29,25,23
2016-03-30,活塞,25,21,25,17
2016-03-30,雷霆,21,27,9,25
2016-03-30,騎士,24,35,25,16
2016-03-30,火箭,26,14,31,35
2016-03-30,勇士,27,22,30,23
2016-03-30,巫師,22,24,26,22
2016-03-31,暴龍,25,29,35,16
2016-03-31,老鷹,20,21,26,30
2016-03-31,灰熊,20,27,21,37
2016-03-31,金塊,26,33,25,25
2016-03-31,公鹿,28,25,27,25
2016-03-31,太陽,32,15,28,19
2016-03-31,灰狼,17,17,19,26
2016-03-31,快艇,27,20,32,20
2016-03-31,獨行俠,24,27,16,24
2016-03-31,尼克,30,18,26,15
2016-03-31,馬刺,27,19,27,27
2016-03-31,鵜鶘,26,13,16,37
2016-03-31,爵士,21,19,29,20
2016-03-31,勇士,26,16,21,26
2016-03-31,國王,32,28,29,31
2016-03-31,巫師,34,21,28,28
2016-03-31,湖人,25,16,26,20
2016-03-31,熱火,27,21,19,20
2016-04-01,騎士,29,34,26,18
2016-04-01,籃網,22,17,24,24
2016-04-01,溜馬,28,23,28,15
2016-04-01,魔術,33,24,32,25
2016-04-01,火箭,24,28,28,20
2016-04-01,公牛,24,28,19,32
2016-04-01,鵜鶘,31,25,21,24
2016-04-01,金塊,26,28,24,17
2016-04-01,雷霆,37,28,28,26
2016-04-01,快艇,30,39,28,20
2016-04-01,拓荒者,30,24,27,35
2016-04-01,塞爾蒂克,31,27,25,26
2016-04-02,黄蜂,25,34,22,19
2016-04-02,76人,25,25,16,25
2016-04-02,活塞,25,11,25,28
2016-04-02,獨行俠,25,26,20,27
2016-04-02,尼克,18,29,30,28
2016-04-02,籃網,17,29,24,21
2016-04-02,老鷹,23,18,30,25
2016-04-02,騎士,32,23,22,19
2016-04-02,灰熊,23,30,19,23
2016-04-02,暴龍,27,18,29,25
2016-04-02,公鹿,31,27,26,29
2016-04-02,魔術,22,35,28,25
2016-04-02,爵士,25,26,26,21
2016-04-02,灰狼,24,25,19,17
2016-04-02,國王,24,24,28,30
2016-04-02,熱火,39,27,26,20
2016-04-02,勇士,23,20,36,27
2016-04-02,塞爾蒂克,21,24,37,27
2016-04-02,太陽,26,26,27,20
2016-04-02,巫師,25,25,27,29
2016-04-03,76人,28,21,28,25
2016-04-03,溜馬,28,33,13,41
2016-04-03,公牛,27,18,20,25
2016-04-03,活塞,26,20,24,24
2016-04-03,馬刺,26,29,16,31
2016-04-03,暴龍,18,28,20,29
2016-04-03,金塊,27,35,26,18
2016-04-03,國王,23,32,29,31
2016-04-03,拓荒者,20,39,28,23
2016-04-03,熱火,22,20,25,26
2016-04-04,籃網,14,28,24,21
2016-04-04,鵜鶘,18,35,22,31
2016-04-04,騎士,29,29,28,26
2016-04-04,黄蜂,19,23,29,32
2016-04-04,火箭,31,21,28,38
2016-04-04,雷霆,26,27,29,28
2016-04-04,灰狼,27,13,23,15
2016-04-04,獨行俠,22,19,27,20
2016-04-04,快艇,33,27,24,30
2016-04-04,巫師,23,26,24,36
2016-04-04,魔術,29,38,30,22
2016-04-04,灰熊,30,26,29,22
2016-04-04,太陽,23,10,31,22
2016-04-04,爵士,16,30,28,27
2016-04-04,公鹿,24,17,32,25
2016-04-04,公牛,24,33,22,23
2016-04-04,尼克,23,18,24,22
2016-04-04,溜馬,18,36,20,18
2016-04-04,勇士,31,32,38,35
2016-04-04,拓荒者,37,19,33,22
2016-04-04,湖人,26,22,27,25
2016-04-04,塞爾蒂克,31,26,20,30
2016-04-06,76人,21,36,31,19
2016-04-06,鵜鶘,29,22,22,20
2016-04-06,暴龍,26,30,19,21
2016-04-06,黄蜂,16,26,17,31
2016-04-06,熱火,25,29,28,25
2016-04-06,活塞,19,17,27,26
2016-04-06,老鷹,28,16,26,33
2016-04-06,太陽,38,18,17,17
2016-04-06,灰熊,23,31,29,25
2016-04-06,公牛,21,23,21,27
2016-04-06,公鹿,19,24,24,13
2016-04-06,騎士,33,34,26,16
2016-04-06,金塊,30,21,26,25
2016-04-06,雷霆,32,36,39,17
2016-04-06,爵士,20,17,16,33
2016-04-06,馬刺,25,17,25,21
2016-04-06,國王,33,24,23,27
2016-04-06,拓荒者,30,21,33,31
2016-04-06,勇士,28,27,31,20
2016-04-06,灰狼,19,27,32,28
2016-04-06,快艇,33,19,32,19
2016-04-06,湖人,22,22,16,21
2016-04-07,溜馬,36,34,26,27
2016-04-07,騎士,33,28,21,27
2016-04-07,魔術,21,30,26,27
2016-04-07,活塞,25,19,29,35
2016-04-07,巫師,30,24,34,33
2016-04-07,籃網,23,29,23,28
2016-04-07,塞爾蒂克,23,30,23,28
2016-04-07,鵜鶘,17,28,28,24
2016-04-07,尼克,25,27,20,25
2016-04-07,黄蜂,30,23,28,30
2016-04-07,獨行俠,18,34,18,18
2016-04-07,火箭,22,22,27,15
2016-04-07,拓荒者,33,39,27,21
2016-04-07,雷霆,26,33,24,32
2016-04-07,湖人,25,17,19,20
2016-04-07,快艇,29,25,19,18
2016-04-08,老鷹,28,19,23,25
2016-04-08,暴龍,20,23,20,24
2016-04-08,熱火,21,19,35,31
2016-04-08,公牛,22,24,23,29
2016-04-08,火箭,39,21,30,25
2016-04-08,太陽,27,30,32,35
2016-04-08,國王,27,24,25,21
2016-04-08,灰狼,31,27,25,22
2016-04-08,勇士,20,32,35,25
2016-04-08,馬刺,15,25,29,32
2016-04-09,黄蜂,25,25,34,29
2016-04-09,籃網,25,18,21,35
2016-04-09,魔術,19,34,26,33
2016-04-09,熱火,27,28,25,29
2016-04-09,76人,24,22,28,28
2016-04-09,尼克,28,21,33,27
2016-04-09,塞爾蒂克,30,35,36,23
2016-04-09,公鹿,35,23,22,29
2016-04-09,活塞,39,23,24,26
2016-04-09,巫師,25,30,29,15
2016-04-09,暴龍,20,30,32,29
2016-04-09,溜馬,15,31,20,32
2016-04-09,鵜鶘,24,33,30,23
2016-04-09,湖人,27,19,21,35
2016-04-09,獨行俠,18,28,28,29
2016-04-09,灰熊,21,28,19,25
2016-04-09,金塊,24,27,26,25
2016-04-09,馬刺,18,35,19,26
2016-04-09,爵士,26,26,20,22
2016-04-09,快艇,25,22,29,18
2016-04-10,鵜鶘,22,25,20,33
2016-04-10,太陽,32,23,30,36
2016-04-10,老鷹,34,33,26,25
2016-04-10,塞爾蒂克,32,39,20,16
2016-04-10,灰熊,28,22,28,21
2016-04-10,勇士,31,22,17,30
2016-04-10,公牛,27,25,27,26
2016-04-10,騎士,31,23,28,20
2016-04-10,拓荒者,28,21,23,33
2016-04-10,灰狼,21,32,22,31
2016-04-10,國王,22,34,27,31
2016-04-10,雷霆,30,22,32,28
2016-04-11,巫師,28,27,31,27
2016-04-11,黄蜂,27,21,26,24
2016-04-11,火箭,29,26,33,42
2016-04-11,湖人,27,26,27,30
2016-04-11,快艇,23,26,27,22
2016-04-11,獨行俠,21,26,12,32
2016-04-11,76人,23,22,25,28
2016-04-11,公鹿,29,33,14,22
2016-04-11,金塊,22,25,15,22
2016-04-11,爵士,26,22,34,18
2016-04-11,溜馬,39,30,35,25
2016-04-11,籃網,19,22,31,33
2016-04-11,熱火,31,25,33,29
2016-04-11,魔術,28,21,20,27
2016-04-11,馬刺,19,16,26,25
2016-04-11,勇士,14,21,27,30
2016-04-11,尼克,25,26,18,20
2016-04-11,暴龍,20,34,21,18
2016-04-12,騎士,22,29,39,19
2016-04-12,老鷹,26,19,30,19
2016-04-12,魔術,32,26,27,22
2016-04-12,公鹿,22,22,29,25
2016-04-12,塞爾蒂克,28,13,31,28
2016-04-12,黄蜂,24,39,31,20
2016-04-12,籃網,28,41,29,13
2016-04-12,巫師,34,36,30,20
2016-04-12,灰狼,21,26,27,31
2016-04-12,火箭,38,30,35,26
2016-04-12,鵜鶘,29,33,26,28
2016-04-12,公牛,27,26,36,32
2016-04-12,雷霆,27,31,31,23
2016-04-12,湖人,21,27,13,18
2016-04-12,爵士,20,26,18,28
2016-04-12,獨行俠,22,28,21,30
2016-04-12,太陽,22,27,23,29
2016-04-12,國王,26,30,31,18
2016-04-13,溜馬,29,24,26,23
2016-04-13,尼克,36,18,16,20
2016-04-13,活塞,17,33,19,24
2016-04-13,熱火,19,31,21,28
2016-04-13,暴龍,32,23,32,35
2016-04-13,76人,23,38,13,24
2016-04-13,馬刺,21,22,31,19
2016-04-13,雷霆,32,21,19,21
2016-04-13,快艇,29,32,23,26
2016-04-13,灰熊,22,21,21,20
2016-04-14,塞爾蒂克,13,25,25,35
2016-04-14,熱火,35,27,5,21
2016-04-14,籃網,26,21,19,30
2016-04-14,暴龍,16,33,29,25
2016-04-14,黄蜂,38,28,20,31
2016-04-14,魔術,22,28,29,24
2016-04-14,騎士,24,20,28,31
2016-04-14,活塞,29,29,24,21
2016-04-14,巫師,33,24,27,25
2016-04-14,老鷹,33,26,17,22
2016-04-14,公牛,16,35,35,29
2016-04-14,76人,32,28,13,32
2016-04-14,獨行俠,27,25,15,24
2016-04-14,馬刺,20,14,31,31
2016-04-14,火箭,34,30,28,24
2016-04-14,國王,18,26,20,17
2016-04-14,公鹿,20,26,24,22
2016-04-14,溜馬,37,25,16,19
2016-04-14,灰狼,40,32,34,38
2016-04-14,鵜鶘,23,27,29,30
2016-04-14,勇士,37,33,32,23
2016-04-14,灰熊,23,27,31,23
2016-04-14,湖人,19,23,24,35
2016-04-14,爵士,21,36,18,21
2016-04-14,太陽,25,37,23,29
2016-04-14,快艇,27,28,20,30
2016-04-14,拓荒者,27,31,29,20
2016-04-14,金塊,31,25,23,20
2016-04-17,暴龍,24,21,22,23
2016-04-17,溜馬,19,24,27,30
2016-04-17,勇士,33,27,22,22
2016-04-17,火箭,15,18,27,18
2016-04-17,老鷹,30,21,21,30
2016-04-17,塞爾蒂克,19,15,31,36
2016-04-17,雷霆,26,33,34,15
2016-04-17,獨行俠,11,22,18,19
2016-04-18,騎士,27,26,23,30
2016-04-18,活塞,25,33,20,23
2016-04-18,熱火,41,26,30,26
2016-04-18,黄蜂,22,28,24,17
2016-04-18,馬刺,22,26,33,25
2016-04-18,灰熊,13,24,14,23
2016-04-18,快艇,26,24,31,34
2016-04-18,拓荒者,21,21,24,29
2016-04-19,暴龍,27,26,21,24
2016-04-19,溜馬,16,32,18,21
2016-04-19,雷霆,20,23,19,22
2016-04-19,獨行俠,24,21,14,26
2016-04-19,勇士,33,33,20,29
2016-04-19,火箭,30,28,21,27
2016-04-20,老鷹,24,19,18,28
2016-04-20,塞爾蒂克,7,21,18,26
2016-04-20,馬刺,22,27,21,24
2016-04-20,灰熊,11,24,18,15
2016-04-21,熱火,29,43,19,24
2016-04-21,黄蜂,29,31,18,25
2016-04-21,騎士,23,32,27,25
2016-04-21,活塞,28,25,15,22
2016-04-21,快艇,22,25,20,35
2016-04-21,拓荒者,17,26,18,20
2016-04-22,獨行俠,21,27,30,24
2016-04-22,雷霆,27,31,39,34
2016-04-22,溜馬,17,19,23,26
2016-04-22,暴龍,24,29,18,30
2016-04-22,火箭,31,24,23,19
2016-04-22,勇士,18,30,24,24
2016-04-23,活塞,27,26,20,18
2016-04-23,騎士,24,30,25,22
2016-04-23,塞爾蒂克,37,20,22,32
2016-04-23,老鷹,20,25,33,25
2016-04-23,灰熊,18,25,28,16
2016-04-23,馬刺,26,18,26,26
2016-04-24,溜馬,28,29,16,27
2016-04-24,暴龍,16,26,16,25
2016-04-24,黄蜂,29,20,26,21
2016-04-24,熱火,28,16,14,22
2016-04-24,獨行俠,18,30,31,29
2016-04-24,雷霆,33,24,32,30
2016-04-24,拓荒者,22,27,21,26
2016-04-24,快艇,19,21,27,21
2016-04-25,灰熊,19,26,21,29
2016-04-25,馬刺,25,22,37,32
2016-04-25,火箭,29,27,20,18
2016-04-25,勇士,29,27,41,24
2016-04-25,塞爾蒂克,24,22,24,22
2016-04-25,老鷹,21,27,25,19
2016-04-25,活塞,28,24,26,20
2016-04-25,騎士,25,28,28,19
2016-04-26,黄蜂,19,29,21,20
2016-04-26,熱火,26,13,22,24
2016-04-26,雷霆,35,33,25,25
2016-04-26,獨行俠,24,37,22,21
2016-04-26,拓荒者,24,23,19,32
2016-04-26,快艇,20,23,21,20
2016-04-27,暴龍,20,32,25,25
2016-04-27,溜馬,35,26,29,9
2016-04-27,老鷹,15,32,42,21
2016-04-27,塞爾蒂克,20,19,23,21
2016-04-28,熱火,25,22,24,17
2016-04-28,黄蜂,28,21,16,25
2016-04-28,快艇,18,32,21,27
2016-04-28,拓荒者,18,27,26,37
2016-04-28,勇士,37,22,30,25
2016-04-28,火箭,20,17,22,22
2016-04-29,塞爾蒂克,17,16,26,33
2016-04-29,老鷹,20,21,39,24
2016-04-30,溜馬,20,20,31,30
2016-04-30,暴龍,22,22,20,19
2016-04-30,黄蜂,24,26,20,20
2016-04-30,熱火,27,32,16,22
2016-04-30,拓荒者,24,26,30,26
2016-04-30,快艇,24,24,34,21
2016-05-01,馬刺,43,30,32,19
2016-05-01,雷霆,20,20,26,26
2016-05-02,熱火,29,25,29,23
2016-05-02,黄蜂,18,24,11,20
2016-05-02,勇士,37,28,28,25
2016-05-02,拓荒者,17,34,22,33
2016-05-02,暴龍,28,22,28,11
2016-05-02,溜馬,23,21,20,20
2016-05-03,騎士,30,21,23,30
2016-05-03,老鷹,19,22,29,23
2016-05-03,馬刺,21,32,23,21
2016-05-03,雷霆,29,27,21,21
2016-05-04,暴龍,18,25,20,27
2016-05-04,熱火,18,23,27,22
2016-05-04,勇士,21,30,25,34
2016-05-04,拓荒者,34,25,28,12
2016-05-05,騎士,35,39,32,17
2016-05-05,老鷹,20,18,32,28
2016-05-06,暴龍,29,19,15,23
2016-05-06,熱火,19,22,24,21
2016-05-07,老鷹,28,35,28,17
2016-05-07,騎士,31,24,30,36
2016-05-07,雷霆,20,22,27,27
2016-05-07,馬刺,27,20,25,28
2016-05-08,熱火,19,21,28,23
2016-05-08,暴龍,23,26,19,27
2016-05-08,拓荒者,22,36,35,27
2016-05-08,勇士,28,18,34,28
2016-05-09,老鷹,36,22,19,22
2016-05-09,騎士,27,29,25,19
2016-05-09,雷霆,17,28,32,34
2016-05-09,馬刺,27,26,28,16
2016-05-10,熱火,25,19,16,23
2016-05-10,暴龍,21,14,27,21
2016-05-10,拓荒者,26,41,18,26
2016-05-10,勇士,18,39,29,25
2016-05-11,馬刺,16,32,24,19
2016-05-11,雷霆,22,21,26,26
2016-05-12,暴龍,28,27,20,24
2016-05-12,熱火,18,27,17,29
2016-05-12,勇士,27,31,35,32
2016-05-12,拓荒者,30,33,28,30
2016-05-13,雷霆,25,30,36,22
2016-05-13,馬刺,19,12,34,34
2016-05-14,熱火,21,32,29,21
2016-05-14,暴龍,20,24,28,19
2016-05-16,暴龍,25,28,33,30
2016-05-16,熱火,24,23,31,11
2016-05-17,勇士,27,33,28,14
2016-05-17,雷霆,21,26,38,23
2016-05-18,騎士,33,33,29,20
2016-05-18,暴龍,28,16,23,17
2016-05-19,勇士,27,30,31,30
2016-05-19,雷霆,20,29,19,23
2016-05-20,騎士,30,32,24,22
2016-05-20,暴龍,28,20,21,20
2016-05-22,暴龍,27,33,20,19
2016-05-22,騎士,24,23,23,14
2016-05-23,雷霆,34,38,45,16
2016-05-23,勇士,28,19,33,25
2016-05-24,暴龍,27,30,21,27
2016-05-24,騎士,24,17,28,30
2016-05-25,雷霆,30,42,22,24
2016-05-25,勇士,26,27,29,12
2016-05-26,騎士,37,28,35,16
2016-05-26,暴龍,19,15,26,18
2016-05-27,勇士,25,33,23,39
2016-05-27,雷霆,21,29,27,34
2016-05-28,暴龍,25,16,33,13
2016-05-28,騎士,31,24,31,27
2016-05-29,雷霆,23,30,30,18
2016-05-29,勇士,20,28,27,33
2016-05-31,勇士,19,23,29,25
2016-05-31,雷霆,24,24,12,28
2016-06-03,勇士,28,24,22,30
2016-06-03,騎士,24,19,25,21
2016-06-06,勇士,19,33,30,28
2016-06-06,騎士,21,23,18,15
2016-06-09,騎士,33,18,38,31
2016-06-09,勇士,16,27,26,21
2016-06-11,騎士,28,27,22,20
2016-06-11,勇士,29,21,29,29
2016-06-14,勇士,32,29,23,13
2016-06-14,騎士,29,32,32,19
2016-06-17,騎士,31,28,21,35
2016-06-17,勇士,11,32,28,30
2016-06-20,勇士,22,27,27,13
2016-06-20,騎士,23,19,33,18
2016-10-02,暴龍,20,33,25,19
2016-10-02,勇士,22,29,25,17
2016-10-02,鵜鶘,21,37,28,30
2016-10-02,獨行俠,22,24,32,24
2016-10-03,火箭,34,38,29,30
2016-10-03,上海大鯊魚,21,24,25,24
2016-10-04,皇家馬德里,22,28,37,39
2016-10-04,雷霆,35,30,30,31
2016-10-04,公牛,21,21,25,24
2016-10-04,公鹿,25,30,19,19
2016-10-04,灰熊,20,31,26,25
2016-10-04,魔術,23,27,21,26
2016-10-04,獨行俠,23,25,26,21
2016-10-04,黄蜂,26,12,23,27
2016-10-04,暴龍,27,27,29,23
2016-10-04,金塊,31,26,25,26
2016-10-04,太陽,20,20,33,18
2016-10-04,馬刺,30,21,18,17
2016-10-05,76人,15,16,30,31
2016-10-05,塞爾蒂克,25,18,20,26
2016-10-05,巫師,22,22,26,25
2016-10-05,熱火,35,26,25,20
2016-10-05,鵜鶘,26,24,28,18
2016-10-05,溜馬,26,33,25,29
2016-10-05,火箭,27,41,36,26
2016-10-05,尼克,15,27,35,26
2016-10-05,湖人,21,18,25,39
2016-10-05,國王,31,21,17,15
2016-10-05,勇士,35,36,31,18
2016-10-05,快艇,19,14,18,24
2016-10-06,巴塞隆納,25,22,21,21
2016-10-06,雷霆,26,19,22,25
2016-10-06,騎士,31,37,29,20
2016-10-06,魔術,21,21,27,33
2016-10-06,太陽,23,22,27,27
2016-10-06,爵士,31,18,26,29
2016-10-06,快艇,33,29,23,19
2016-10-06,暴龍,21,30,17,30
2016-10-07,76人,30,24,20,25
2016-10-07,巫師,21,28,23,27
2016-10-07,溜馬,33,32,19,31
2016-10-07,公牛,33,34,16,25
2016-10-07,籃網,32,25,20,24
2016-10-07,活塞,32,27,19,16
2016-10-07,黄蜂,23,28,19,22
2016-10-07,塞爾蒂克,22,22,40,23
2016-10-07,灰熊,20,26,20,17
2016-10-07,老鷹,23,26,32,23
2016-10-07,勇士,27,23,28,27
2016-10-07,國王,24,31,23,18
2016-10-08,拓荒者,28,24,35,28
2016-10-08,太陽,25,31,29,25
2016-10-08,湖人,37,21,22,17
2016-10-08,金塊,32,17,23,29
2016-10-09,塞爾蒂克,18,31,33,22
2016-10-09,黄蜂,18,20,26,22
2016-10-09,尼克,27,22,39,28
2016-10-09,籃網,27,21,27,23
2016-10-09,騎士,26,25,32,25
2016-10-09,76人,27,20,29,29
2016-10-09,公牛,26,38,24,33
2016-10-09,溜馬,30,19,28,28
2016-10-09,熱火,23,39,23,15
2016-10-09,灰狼,23,24,41,21
2016-10-09,公鹿,20,22,25,21
2016-10-09,獨行俠,19,13,27,15
2016-10-09,馬刺,26,26,26,24
2016-10-09,老鷹,21,24,23,23
2016-10-09,火箭,37,31,25,30
2016-10-09,鵜鶘,30,35,30,22
2016-10-10,湖人,32,21,32,39
2016-10-10,金塊,23,30,32,30
2016-10-11,黄蜂,15,32,32,19
2016-10-11,灰狼,25,29,18,14
2016-10-11,尼克,27,19,24,20
2016-10-11,巫師,24,29,12,23
2016-10-11,老鷹,30,23,20,26
2016-10-11,騎士,26,19,28,20
2016-10-11,活塞,24,14,19,24
2016-10-11,馬刺,24,25,14,23
2016-10-11,快艇,19,20,30,25
2016-10-11,爵士,24,22,20,30
2016-10-11,國王,39,32,35,29
2016-10-11,海法馬卡比,25,19,21,31
2016-10-12,熱火,27,28,38,28
2016-10-12,籃網,26,33,17,24
2016-10-12,灰熊,35,18,37,31
2016-10-12,76人,20,33,13,25
2016-10-12,獨行俠,29,27,26,32
2016-10-12,雷霆,20,22,40,27
2016-10-12,湖人,24,26,29,20
2016-10-12,拓荒者,29,21,30,19
2016-10-12,鵜鶘,14,20,29,41
2016-10-12,火箭,31,28,25,32
2016-10-13,魔術,15,27,25,22
2016-10-13,馬刺,21,18,29,27
2016-10-13,溜馬,29,33,20,19
2016-10-13,公鹿,21,10,33,19
2016-10-13,灰狼,26,26,29,24
2016-10-13,金塊,26,22,16,24
2016-10-13,爵士,35,23,30,22
2016-10-13,太陽,14,26,38,33
2016-10-14,巫師,26,18,38,18
2016-10-14,76人,16,16,24,23
2016-10-14,籃網,27,18,24,28
2016-10-14,塞爾蒂克,23,24,30,23
2016-10-14,老鷹,33,17,23,21
2016-10-14,活塞,19,24,36,20
2016-10-14,雷霆,31,21,22,20
2016-10-14,灰熊,17,41,26,26
2016-10-14,騎士,31,19,23,21
2016-10-14,暴龍,29,40,26,24
2016-10-14,快艇,24,34,31,20
2016-10-14,拓荒者,27,19,32,30
2016-10-14,湖人,25,19,36,24
2016-10-14,國王,30,32,20,34
2016-10-15,暴龍,32,21,34,35
2016-10-15,聖洛倫索,22,33,27,23
2016-10-15,魔術,19,44,21,30
2016-10-15,溜馬,30,23,34,19
2016-10-15,公牛,26,28,36,28
2016-10-15,騎士,35,28,21,24
2016-10-15,馬刺,24,24,20,32
2016-10-15,熱火,30,25,33,20
2016-10-15,金塊,31,28,30,23
2016-10-15,勇士,34,20,31,27
2016-10-15,太陽,24,35,32,21
2016-10-15,獨行俠,25,32,25,25
2016-10-16,76人,16,17,19,24
2016-10-16,活塞,22,24,26,25
2016-10-16,國王,31,32,34,27
2016-10-16,巫師,33,27,30,29
2016-10-16,尼克,25,25,28,29
2016-10-16,塞爾蒂克,28,31,31,29
2016-10-16,熱火,21,37,18,20
2016-10-16,灰狼,27,24,32,18
2016-10-16,火箭,21,34,29,24
2016-10-16,灰熊,28,29,28,23
2016-10-16,公鹿,32,28,19,7
2016-10-16,公牛,19,24,27,37
2016-10-16,湖人,25,22,32,28
2016-10-16,勇士,40,34,22,16
2016-10-17,魔術,30,23,21,24
2016-10-17,老鷹,22,31,27,25
2016-10-17,雷霆,27,29,31,25
2016-10-17,灰狼,21,28,20,25
2016-10-17,拓荒者,34,18,21,24
2016-10-17,金塊,26,33,22,25
2016-10-18,塞爾蒂克,29,33,32,26
2016-10-18,籃網,16,34,26,23
2016-10-18,活塞,16,24,36,26
2016-10-18,公鹿,26,22,17,13
2016-10-18,公牛,20,35,22,21
2016-10-18,黄蜂,32,26,20,20
2016-10-18,爵士,32,21,25,26
2016-10-18,快艇,16,24,16,22
2016-10-19,騎士,35,18,19,19
2016-10-19,巫師,25,24,21,26
2016-10-19,老鷹,24,35,18,19
2016-10-19,鵜鶘,19,22,18,30
2016-10-19,熱火,27,29,20,31
2016-10-19,魔術,19,27,16,15
2016-10-19,雷霆,32,27,23,15
2016-10-19,金塊,28,13,21,25
2016-10-19,國王,30,13,22,24
2016-10-19,快艇,26,30,23,13
2016-10-20,塞爾蒂克,27,23,23,23
2016-10-20,尼克,28,31,33,29
2016-10-20,活塞,22,24,22,24
2016-10-20,暴龍,31,30,20,22
2016-10-20,公鹿,24,31,27,29
2016-10-20,溜馬,25,27,33,18
2016-10-20,灰狼,28,34,29,10
2016-10-20,灰熊,19,25,13,37
2016-10-20,獨行俠,22,16,29,24
2016-10-20,火箭,27,20,25,34
2016-10-20,爵士,16,23,21,24
2016-10-20,拓荒者,16,31,25,16
2016-10-20,湖人,20,23,34,35
2016-10-20,勇士,33,19,35,36
2016-10-21,黄蜂,33,21,20,22
2016-10-21,熱火,19,24,29,16
2016-10-21,魔術,22,28,25,30
2016-10-21,鵜鶘,38,24,23,20
2016-10-21,籃網,24,33,21,33
2016-10-21,尼克,24,31,32,29
2016-10-21,公牛,21,18,23,19
2016-10-21,老鷹,25,19,24,29
2016-10-22,巫師,39,26,28,26
2016-10-22,暴龍,23,33,10,16
2016-10-22,熱火,32,30,26,22
2016-10-22,76人,27,27,32,27
2016-10-22,灰狼,30,31,31,17
2016-10-22,黄蜂,25,19,12,18
2016-10-22,馬刺,21,29,36,28
2016-10-22,火箭,14,24,33,28
2016-10-22,金塊,24,27,26,24
2016-10-22,獨行俠,17,16,16,26
2016-10-22,湖人,24,19,29,22
2016-10-22,太陽,25,26,26,21
2016-10-22,勇士,32,25,33,17
2016-10-22,拓荒者,37,19,16,24
2016-10-23,公牛,0,0,0,0
2016-10-23,塞爾蒂克,0,0,0,0
2016-10-26,騎士,28,20,34,35
2016-10-26,尼克,18,27,19,24
2016-10-26,拓荒者,26,28,23,36
2016-10-26,爵士,26,20,37,21
2016-10-26,勇士,20,26,31,23
2016-10-26,馬刺,31,33,33,32
2016-10-27,魔術,27,26,16,27
2016-10-27,熱火,23,27,30,28
2016-10-27,溜馬,33,26,35,21
2016-10-27,獨行俠,21,31,33,30
2016-10-27,塞爾蒂克,33,31,33,25
2016-10-27,籃網,31,27,23,36
2016-10-27,暴龍,33,25,28,23
2016-10-27,活塞,23,23,25,20
2016-10-27,公鹿,24,17,25,30
2016-10-27,黄蜂,32,24,27,24
2016-10-27,灰熊,29,21,26,26
2016-10-27,灰狼,32,27,16,23
2016-10-27,鵜鶘,24,24,29,25
2016-10-27,金塊,30,30,25,22
2016-10-27,76人,24,27,24,22
2016-10-27,雷霆,23,28,18,34
2016-10-27,太陽,19,19,29,27
2016-10-27,國王,30,27,27,29
2016-10-27,湖人,38,25,27,30
2016-10-27,火箭,38,33,25,18
2016-10-28,老鷹,29,28,24,33
2016-10-28,巫師,27,29,24,19
2016-10-28,公牛,30,27,22,26
2016-10-28,塞爾蒂克,20,29,24,26
2016-10-28,國王,29,28,14,23
2016-10-28,馬刺,27,26,23,26
2016-10-28,拓荒者,27,22,33,24
2016-10-28,快艇,28,30,24,32
2016-10-29,暴龍,23,17,27,24
2016-10-29,騎士,28,22,21,23
2016-10-29,籃網,20,32,20,31
2016-10-29,溜馬,27,21,31,15
2016-10-29,活塞,24,30,32,22
2016-10-29,魔術,22,9,20,31
2016-10-29,雷霆,25,24,28,25
2016-10-29,太陽,40,13,30,19
2016-10-29,熱火,23,34,20,14
2016-10-29,黄蜂,21,25,27,24
2016-10-29,獨行俠,24,26,17,31
2016-10-29,火箭,24,28,25,29
2016-10-29,爵士,28,20,17,31
2016-10-29,湖人,27,16,22,24
2016-10-29,鵜鶘,22,28,31,33
2016-10-29,勇士,32,27,33,30
2016-10-30,76人,24,15,19,14
2016-10-30,老鷹,29,24,21,30
2016-10-30,黄蜂,19,22,31,26
2016-10-30,塞爾蒂克,28,16,27,33
2016-10-30,尼克,32,25,25,29
2016-10-30,灰熊,19,30,28,27
2016-10-30,騎士,33,29,18,25
2016-10-30,魔術,20,25,17,37
2016-10-30,公牛,24,38,30,26
2016-10-30,溜馬,20,21,26,34
2016-10-30,公鹿,24,22,34,30
2016-10-30,籃網,18,23,32,35
2016-10-30,馬刺,28,27,28,15
2016-10-30,鵜鶘,23,22,15,19
2016-10-30,金塊,28,26,34,16
